class,filename,ymax,xmax,ymin,xmin,width,height
Dingo,n02115641_4607.jpg,327,319,100,201,500,333
Malinois,n02105162_9995.jpg,289,396,123,109,500,332
Miniature_poodle,n02113712_163.jpg,386,499,14,2,500,388
Scotch_terrier,n02097298_6084.jpg,374,457,2,6,500,375
Ibizan_hound,n02091244_3075.jpg,189,341,40,253,500,334
Chesapeake_Bay_retriever,n02099849_68.jpg,204,343,80,226,500,375
Irish_terrier,n02093991_1282.jpg,258,269,3,22,300,259
American_Staffordshire_terrier,n02093428_1162.jpg,410,423,13,5,500,414
Norwegian_elkhound,n02091467_4560.jpg,331,369,222,187,500,375
Newfoundland,n02111277_5765.jpg,245,323,0,0,360,246
Toy_terrier,n02087046_1004.jpg,369,303,1,103,500,375
Rhodesian_ridgeback,n02087394_9698.jpg,729,810,67,142,853,768
Mexican_hairless,n02113978_356.jpg,259,271,6,83,350,263
Pekinese,n02086079_17983.jpg,374,499,15,82,500,375
Old_English_sheepdog,n02105641_313.jpg,374,198,204,86,500,375
Clumber,n02101556_5156.jpg,249,334,82,156,500,375
Norfolk_terrier,n02094114_4127.jpg,224,275,26,60,320,240
Collie,n02106030_15857.jpg,385,296,152,57,432,500
Flat-coated_retriever,n02099267_1142.jpg,306,416,110,2,500,375
Miniature_pinscher,n02107312_4943.jpg,498,373,33,62,375,500
Redbone,n02090379_3291.jpg,373,454,18,0,500,375
Ibizan_hound,n02091244_2207.jpg,198,189,27,17,220,220
Boston_bull,n02096585_2379.jpg,372,210,153,11,358,500
Malinois,n02105162_5252.jpg,250,242,82,177,400,300
Cocker_spaniel,n02102318_8482.jpg,342,481,10,168,500,344
Komondor,n02105505_3792.jpg,236,314,9,6,318,268
Weimaraner,n02092339_327.jpg,485,193,52,15,284,500
Standard_schnauzer,n02097209_3630.jpg,313,496,16,98,500,375
Curly-coated_retriever,n02099429_1433.jpg,322,353,21,29,358,335
French_bulldog,n02108915_759.jpg,385,433,0,73,500,386
Collie,n02106030_17165.jpg,498,373,107,7,375,500
Chihuahua,n02085620_7440.jpg,374,473,0,21,500,375
Cardigan,n02113186_7220.jpg,370,410,40,171,500,375
Blenheim_spaniel,n02086646_1586.jpg,396,428,16,105,500,397
Leonberg,n02111129_819.jpg,387,238,109,0,323,431
Afghan_hound,n02088094_7894.jpg,337,415,45,91,500,376
Afghan_hound,n02088094_3374.jpg,463,405,92,1,426,500
Komondor,n02105505_3933.jpg,347,412,41,0,413,360
Italian_greyhound,n02091032_102.jpg,305,236,200,139,500,375
Samoyed,n02111889_16666.jpg,326,333,65,106,500,375
Bedlington_terrier,n02093647_2763.jpg,344,377,57,173,500,357
Newfoundland,n02111277_341.jpg,340,453,1,190,500,358
Standard_poodle,n02113799_3098.jpg,261,243,30,26,500,335
Border_terrier,n02093754_7532.jpg,332,499,15,138,500,333
Basenji,n02110806_4188.jpg,405,463,46,46,500,420
Dingo,n02115641_8150.jpg,306,314,65,88,500,375
Siberian_husky,n02110185_11580.jpg,498,307,36,2,400,500
Greater_Swiss_Mountain_dog,n02107574_656.jpg,323,315,101,173,500,375
Vizsla,n02100583_11119.jpg,471,330,55,122,408,500
Ibizan_hound,n02091244_1938.jpg,471,319,86,0,321,500
Bernese_mountain_dog,n02107683_2360.jpg,425,474,47,51,500,427
Samoyed,n02111889_1402.jpg,341,485,58,0,500,375
Otterhound,n02091635_1860.jpg,191,241,5,18,246,195
Toy_terrier,n02087046_2485.jpg,490,306,20,23,324,500
Soft-coated_wheaten_terrier,n02098105_1405.jpg,408,273,32,88,379,478
Walker_hound,n02089867_1416.jpg,689,1006,158,12,1114,720
Kuvasz,n02104029_2931.jpg,415,437,242,156,500,417
Samoyed,n02111889_6376.jpg,374,448,4,43,500,375
Dhole,n02115913_1047.jpg,221,399,156,315,500,323
Chow,n02112137_6016.jpg,307,499,53,77,500,333
Pomeranian,n02112018_2782.jpg,485,316,25,61,374,500
Komondor,n02105505_4417.jpg,169,241,15,27,280,203
Shetland_sheepdog,n02105855_1013.jpg,331,499,0,89,500,332
Samoyed,n02111889_15995.jpg,333,313,61,143,500,334
Affenpinscher,n02110627_2157.jpg,180,124,8,5,132,200
English_springer,n02102040_1579.jpg,374,445,16,163,500,375
Black-and-tan_coonhound,n02089078_3419.jpg,179,153,15,0,240,180
Komondor,n02105505_4304.jpg,311,249,0,0,250,340
Chow,n02112137_9598.jpg,374,424,36,80,500,375
Gordon_setter,n02101006_3868.jpg,227,167,1,0,193,228
German_shepherd,n02106662_21715.jpg,452,589,32,45,640,480
Miniature_schnauzer,n02097047_2233.jpg,374,499,1,186,500,375
Standard_schnauzer,n02097209_384.jpg,216,350,1,172,375,281
Walker_hound,n02089867_3840.jpg,598,578,63,250,799,600
Mexican_hairless,n02113978_593.jpg,336,410,154,147,450,351
Chihuahua,n02085620_3045.jpg,343,318,106,101,445,500
Tibetan_mastiff,n02108551_4820.jpg,331,350,110,191,500,333
Rottweiler,n02106550_4129.jpg,256,498,25,115,500,375
Sussex_spaniel,n02102480_5084.jpg,555,510,39,48,600,558
Golden_retriever,n02099601_7771.jpg,280,423,0,90,500,281
Toy_poodle,n02113624_9199.jpg,332,469,4,0,500,333
Doberman,n02107142_13483.jpg,359,428,2,34,480,361
Pug,n02110958_7915.jpg,269,172,194,0,360,270
Briard,n02105251_1201.jpg,372,498,41,21,500,375
Leonberg,n02111129_4716.jpg,330,499,117,386,500,331
Otterhound,n02091635_1664.jpg,175,236,13,13,250,176
Irish_terrier,n02093991_2250.jpg,374,457,5,247,500,375
Siberian_husky,n02110185_6409.jpg,259,271,119,136,302,450
Boston_bull,n02096585_1668.jpg,374,478,3,251,500,375
Norfolk_terrier,n02094114_2158.jpg,470,438,24,54,500,497
Bloodhound,n02088466_7015.jpg,372,324,54,179,500,375
Papillon,n02086910_685.jpg,498,366,90,66,375,500
Miniature_pinscher,n02107312_262.jpg,349,352,57,64,500,400
Dingo,n02115641_2701.jpg,362,382,63,69,500,375
Great_Dane,n02109047_34148.jpg,750,738,67,48,800,774
Siberian_husky,n02110185_388.jpg,329,498,57,3,500,375
Curly-coated_retriever,n02099429_708.jpg,333,338,93,27,350,342
Japanese_spaniel,n02085782_3516.jpg,205,219,29,22,410,281
Malamute,n02110063_6636.jpg,374,340,150,138,500,375
Bouvier_des_Flandres,n02106382_276.jpg,358,222,161,127,275,360
Keeshond,n02112350_9431.jpg,498,326,58,88,375,500
Scotch_terrier,n02097298_3641.jpg,328,365,56,116,500,333
Blenheim_spaniel,n02086646_3629.jpg,235,326,19,23,353,279
Siberian_husky,n02110185_56.jpg,398,252,103,110,334,500
Tibetan_mastiff,n02108551_262.jpg,298,399,80,166,400,299
Borzoi,n02090622_1082.jpg,498,271,161,0,322,500
Pug,n02110958_13721.jpg,223,237,36,129,500,333
Bernese_mountain_dog,n02107683_4521.jpg,302,441,20,110,500,333
Sussex_spaniel,n02102480_6922.jpg,328,283,11,21,300,500
Irish_setter,n02100877_1201.jpg,305,328,89,147,500,333
Leonberg,n02111129_3917.jpg,239,426,74,43,452,302
Chihuahua,n02085620_3409.jpg,331,389,1,2,500,333
Irish_water_spaniel,n02102973_4169.jpg,486,373,35,76,375,500
Whippet,n02091134_10690.jpg,241,384,148,314,500,329
Rhodesian_ridgeback,n02087394_7771.jpg,440,414,169,90,450,455
Greater_Swiss_Mountain_dog,n02107574_2370.jpg,347,312,15,196,500,375
Scottish_deerhound,n02092002_2311.jpg,342,499,23,58,500,343
Schipperke,n02104365_7501.jpg,200,133,20,19,150,226
Bloodhound,n02088466_10083.jpg,332,471,0,168,500,333
Whippet,n02091134_10918.jpg,277,136,126,21,500,333
Gordon_setter,n02101006_1435.jpg,131,196,14,2,218,140
Kelpie,n02105412_1031.jpg,199,187,4,0,200,200
Basenji,n02110806_479.jpg,214,377,42,77,500,257
Bluetick,n02088632_4431.jpg,496,237,126,1,310,500
Eskimo_dog,n02109961_5597.jpg,301,252,92,111,500,375
Schipperke,n02104365_7018.jpg,374,499,107,266,500,375
Boston_bull,n02096585_12372.jpg,331,477,0,232,500,332
Sealyham_terrier,n02095889_1290.jpg,580,620,146,100,732,613
Bedlington_terrier,n02093647_3058.jpg,334,460,42,36,500,375
Irish_wolfhound,n02090721_272.jpg,374,368,84,92,500,375
Cairn,n02096177_13460.jpg,272,289,56,146,400,300
Shetland_sheepdog,n02105855_7612.jpg,374,463,0,141,500,375
Boxer,n02108089_625.jpg,497,373,107,2,375,500
Groenendael,n02105056_7305.jpg,391,233,153,112,375,500
Papillon,n02086910_3633.jpg,333,499,19,39,500,334
Walker_hound,n02089867_1240.jpg,266,529,12,17,531,280
Norwegian_elkhound,n02091467_2985.jpg,315,322,83,49,500,333
West_Highland_white_terrier,n02098286_1982.jpg,406,304,13,51,333,500
Redbone,n02090379_91.jpg,374,330,11,102,500,375
Lakeland_terrier,n02095570_269.jpg,347,258,122,80,375,500
Afghan_hound,n02088094_1618.jpg,374,287,66,32,500,375
Irish_water_spaniel,n02102973_782.jpg,220,253,30,26,300,238
Lhasa,n02098413_1719.jpg,294,338,0,19,350,303
Newfoundland,n02111277_182.jpg,373,377,179,108,500,375
Rottweiler,n02106550_12409.jpg,227,499,14,88,500,333
Boston_bull,n02096585_11836.jpg,498,330,1,20,333,500
Newfoundland,n02111277_14330.jpg,370,208,90,8,500,416
Bull_mastiff,n02108422_170.jpg,248,465,182,331,500,375
Norwich_terrier,n02094258_1065.jpg,365,455,34,83,500,367
Afghan_hound,n02088094_5521.jpg,480,294,128,125,348,500
EntleBucher,n02108000_2891.jpg,320,329,116,122,500,375
Cairn,n02096177_4734.jpg,289,361,48,101,500,400
Miniature_pinscher,n02107312_3603.jpg,309,366,140,149,500,375
Bedlington_terrier,n02093647_680.jpg,374,406,11,39,500,375
Scotch_terrier,n02097298_256.jpg,498,320,33,68,334,500
Black-and-tan_coonhound,n02089078_1793.jpg,335,307,0,216,448,336
Bouvier_des_Flandres,n02106382_4504.jpg,504,398,25,1,400,561
Brabancon_griffon,n02112706_231.jpg,246,271,9,6,283,251
Black-and-tan_coonhound,n02089078_1836.jpg,202,138,1,8,148,205
Dandie_Dinmont,n02096437_1320.jpg,362,297,85,90,374,500
Norfolk_terrier,n02094114_3404.jpg,329,299,60,100,500,330
Bernese_mountain_dog,n02107683_5823.jpg,355,349,55,9,400,361
Tibetan_terrier,n02097474_1614.jpg,337,420,95,103,500,375
Staffordshire_bullterrier,n02093256_1309.jpg,897,536,171,0,600,900
Great_Dane,n02109047_2553.jpg,703,701,93,125,800,760
Bedlington_terrier,n02093647_2376.jpg,272,407,112,180,500,375
Flat-coated_retriever,n02099267_4303.jpg,280,374,36,53,500,281
Standard_schnauzer,n02097209_2195.jpg,648,475,30,22,498,650
Ibizan_hound,n02091244_2625.jpg,183,254,10,114,300,200
Standard_poodle,n02113799_2187.jpg,491,498,2,1,500,493
Sealyham_terrier,n02095889_5856.jpg,280,378,15,5,500,333
Dhole,n02115913_1273.jpg,272,382,14,78,500,333
Silky_terrier,n02097658_9136.jpg,405,373,2,1,375,500
Saluki,n02091831_3152.jpg,377,489,95,196,500,401
Pembroke,n02113023_710.jpg,412,276,42,11,334,500
Beagle,n02088364_12213.jpg,440,445,9,25,452,452
Komondor,n02105505_561.jpg,186,199,16,6,200,200
Bernese_mountain_dog,n02107683_2771.jpg,498,335,144,56,337,500
Lakeland_terrier,n02095570_6114.jpg,270,270,1,7,300,271
Schipperke,n02104365_2978.jpg,291,278,130,97,350,350
Pomeranian,n02112018_7460.jpg,398,213,96,42,335,500
Tibetan_mastiff,n02108551_369.jpg,446,294,4,0,296,448
Bluetick,n02088632_1750.jpg,298,229,179,137,500,375
Groenendael,n02105056_4527.jpg,386,303,38,93,375,500
English_springer,n02102040_535.jpg,373,487,61,157,500,375
Basenji,n02110806_2356.jpg,372,398,7,8,500,375
Irish_setter,n02100877_5184.jpg,337,177,42,18,231,371
Australian_terrier,n02096294_38.jpg,292,242,18,14,251,306
Samoyed,n02111889_6343.jpg,374,373,0,40,500,375
American_Staffordshire_terrier,n02093428_15784.jpg,300,389,2,91,500,333
Maltese_dog,n02085936_4262.jpg,332,377,57,149,500,333
Maltese_dog,n02085936_4271.jpg,374,475,1,69,500,375
Soft-coated_wheaten_terrier,n02098105_1998.jpg,395,345,125,128,375,500
Kelpie,n02105412_2496.jpg,382,258,130,148,375,500
Airedale,n02096051_7132.jpg,294,499,1,0,500,335
Irish_wolfhound,n02090721_1349.jpg,373,284,124,156,500,375
Saint_Bernard,n02109525_12641.jpg,447,498,0,2,500,450
Norwegian_elkhound,n02091467_6670.jpg,272,416,112,108,500,333
Great_Dane,n02109047_1672.jpg,764,510,30,40,519,800
Yorkshire_terrier,n02094433_2919.jpg,332,421,2,116,500,333
Bedlington_terrier,n02093647_1030.jpg,311,384,67,130,500,375
Greater_Swiss_Mountain_dog,n02107574_1866.jpg,323,464,140,231,500,375
Labrador_retriever,n02099712_6901.jpg,332,307,121,154,500,333
Lhasa,n02098413_4531.jpg,332,364,66,96,500,333
Saint_Bernard,n02109525_11445.jpg,348,380,101,37,480,396
Dandie_Dinmont,n02096437_929.jpg,238,331,138,221,500,333
Irish_wolfhound,n02090721_1979.jpg,287,327,9,41,350,298
Saint_Bernard,n02109525_17291.jpg,442,498,0,97,500,444
Briard,n02105251_8560.jpg,322,432,23,107,500,333
Shih-Tzu,n02086240_1370.jpg,374,428,74,126,500,375
Clumber,n02101556_7939.jpg,374,487,24,0,500,375
Toy_terrier,n02087046_1703.jpg,498,309,45,42,332,500
Great_Dane,n02109047_888.jpg,332,355,36,51,410,368
Border_terrier,n02093754_5238.jpg,362,327,138,23,400,500
Giant_schnauzer,n02097130_3489.jpg,373,488,2,122,500,374
Komondor,n02105505_317.jpg,223,274,10,29,275,282
Mexican_hairless,n02113978_1994.jpg,405,416,16,212,640,427
Maltese_dog,n02085936_7004.jpg,348,427,17,131,500,375
Basset,n02088238_12563.jpg,298,385,95,18,500,349
Shetland_sheepdog,n02105855_15820.jpg,374,495,71,210,500,375
Shih-Tzu,n02086240_6795.jpg,321,424,1,27,500,375
Bull_mastiff,n02108422_3184.jpg,460,265,133,48,333,500
Bluetick,n02088632_1047.jpg,304,485,91,20,500,319
Italian_greyhound,n02091032_1649.jpg,334,294,115,95,500,358
Soft-coated_wheaten_terrier,n02098105_3387.jpg,205,391,1,153,500,375
Giant_schnauzer,n02097130_1254.jpg,181,136,59,33,200,200
Staffordshire_bullterrier,n02093256_13267.jpg,329,438,44,58,500,375
Shetland_sheepdog,n02105855_17258.jpg,330,499,106,128,500,333
Silky_terrier,n02097658_1307.jpg,368,441,0,1,500,375
Norwich_terrier,n02094258_3020.jpg,224,268,116,135,500,375
Boxer,n02108089_78.jpg,498,373,55,95,375,500
Pekinese,n02086079_14748.jpg,332,499,30,0,500,375
Miniature_poodle,n02113712_142.jpg,283,321,39,178,500,375
Basset,n02088238_13079.jpg,374,336,80,92,500,375
Gordon_setter,n02101006_228.jpg,180,149,14,37,150,181
Papillon,n02086910_1626.jpg,272,422,52,139,500,341
Japanese_spaniel,n02085782_3098.jpg,280,332,16,146,350,337
Shih-Tzu,n02086240_5246.jpg,231,270,31,30,289,243
Irish_water_spaniel,n02102973_2763.jpg,266,270,24,31,282,267
English_springer,n02102040_3621.jpg,498,341,86,57,413,500
Miniature_pinscher,n02107312_7128.jpg,399,499,35,191,500,400
English_setter,n02100735_10188.jpg,498,484,1,0,486,500
Briard,n02105251_7058.jpg,498,298,88,1,329,500
Dhole,n02115913_257.jpg,229,258,53,45,500,333
Basset,n02088238_7553.jpg,337,349,34,172,500,350
Tibetan_terrier,n02097474_5481.jpg,369,391,128,68,500,375
Walker_hound,n02089867_2191.jpg,511,331,215,34,389,547
Blenheim_spaniel,n02086646_4213.jpg,727,1212,58,67,1250,765
Lakeland_terrier,n02095570_2480.jpg,374,290,126,103,500,375
Chihuahua,n02085620_4602.jpg,2441,2541,416,1230,3264,2448
Soft-coated_wheaten_terrier,n02098105_1066.jpg,498,360,18,3,375,500
Saint_Bernard,n02109525_3506.jpg,281,289,0,22,290,282
Newfoundland,n02111277_6410.jpg,325,499,0,1,500,379
Sealyham_terrier,n02095889_25.jpg,225,293,3,0,300,226
Basset,n02088238_9922.jpg,292,447,141,203,500,396
Gordon_setter,n02101006_1160.jpg,425,276,42,0,287,432
Shih-Tzu,n02086240_3186.jpg,332,367,19,79,500,333
Irish_wolfhound,n02090721_7104.jpg,373,286,208,186,375,500
Dandie_Dinmont,n02096437_1926.jpg,498,400,28,18,404,500
Ibizan_hound,n02091244_784.jpg,745,389,114,52,560,747
Beagle,n02088364_15370.jpg,465,498,46,2,500,500
Standard_schnauzer,n02097209_2924.jpg,356,273,30,39,316,360
Standard_schnauzer,n02097209_2274.jpg,217,263,47,109,350,234
Appenzeller,n02107908_849.jpg,362,449,3,45,500,363
Shih-Tzu,n02086240_12348.jpg,309,421,44,47,500,375
Bull_mastiff,n02108422_5234.jpg,433,330,55,0,333,500
Boxer,n02108089_2106.jpg,473,320,92,93,405,500
Flat-coated_retriever,n02099267_2379.jpg,411,372,91,173,500,413
Bernese_mountain_dog,n02107683_4402.jpg,372,443,14,0,500,375
Papillon,n02086910_881.jpg,284,444,47,5,500,357
Komondor,n02105505_935.jpg,393,222,116,0,333,500
Weimaraner,n02092339_1509.jpg,375,499,1,0,500,376
Bedlington_terrier,n02093647_2316.jpg,171,228,5,55,266,184
Basset,n02088238_11136.jpg,371,498,7,14,500,375
Welsh_springer_spaniel,n02102177_3660.jpg,373,366,55,138,500,375
Keeshond,n02112350_9680.jpg,284,322,93,150,500,375
West_Highland_white_terrier,n02098286_642.jpg,334,285,2,64,500,375
Rhodesian_ridgeback,n02087394_9891.jpg,452,468,67,199,640,480
West_Highland_white_terrier,n02098286_1124.jpg,262,426,43,31,500,375
Cardigan,n02113186_10505.jpg,246,406,81,148,500,333
Labrador_retriever,n02099712_328.jpg,417,271,172,32,375,500
Brittany_spaniel,n02101388_3536.jpg,287,436,162,381,500,375
Afghan_hound,n02088094_5559.jpg,423,301,211,103,342,500
Norwich_terrier,n02094258_2751.jpg,285,408,94,79,500,375
Old_English_sheepdog,n02105641_10800.jpg,472,236,224,16,500,474
Great_Dane,n02109047_11178.jpg,328,405,0,118,500,333
Airedale,n02096051_1121.jpg,498,352,48,0,375,500
Sussex_spaniel,n02102480_7449.jpg,305,376,29,209,406,378
Black-and-tan_coonhound,n02089078_45.jpg,398,348,70,6,585,400
West_Highland_white_terrier,n02098286_1255.jpg,286,301,206,238,500,334
Tibetan_terrier,n02097474_7572.jpg,373,357,65,3,500,375
Welsh_springer_spaniel,n02102177_2055.jpg,356,319,14,59,500,382
West_Highland_white_terrier,n02098286_2863.jpg,248,343,64,186,500,332
Kelpie,n02105412_1078.jpg,190,195,75,41,500,375
Welsh_springer_spaniel,n02102177_2018.jpg,114,124,12,30,189,144
Borzoi,n02090622_10343.jpg,333,363,58,203,500,334
Gordon_setter,n02101006_6126.jpg,447,319,45,7,321,500
Beagle,n02088364_10798.jpg,276,404,105,183,500,375
Malinois,n02105162_6116.jpg,374,499,27,214,500,375
Silky_terrier,n02097658_4402.jpg,332,455,30,94,500,333
Saluki,n02091831_12653.jpg,328,321,101,101,500,375
Doberman,n02107142_5144.jpg,327,393,118,111,500,375
Cocker_spaniel,n02102318_5790.jpg,391,499,0,0,500,400
Kerry_blue_terrier,n02093859_82.jpg,163,208,14,8,212,182
Irish_setter,n02100877_5764.jpg,344,499,2,93,500,345
Irish_water_spaniel,n02102973_1868.jpg,1501,1840,68,162,1905,1619
Ibizan_hound,n02091244_2941.jpg,313,432,88,244,500,361
Shih-Tzu,n02086240_272.jpg,356,388,215,112,500,378
Gordon_setter,n02101006_1832.jpg,495,359,25,80,378,504
Basset,n02088238_1944.jpg,292,305,21,1,328,293
Norfolk_terrier,n02094114_2394.jpg,319,399,80,199,500,333
Pekinese,n02086079_17291.jpg,376,264,172,86,333,500
Pembroke,n02113023_9621.jpg,340,291,69,58,500,374
Malinois,n02105162_6340.jpg,286,306,4,52,400,300
African_hunting_dog,n02116738_5993.jpg,225,195,30,60,196,240
Collie,n02106030_10021.jpg,305,381,0,153,500,335
Staffordshire_bullterrier,n02093256_7830.jpg,347,314,107,167,500,375
Standard_poodle,n02113799_2765.jpg,431,341,87,71,375,500
Siberian_husky,n02110185_353.jpg,287,338,83,110,500,375
Boxer,n02108089_7259.jpg,310,486,1,1,500,375
Weimaraner,n02092339_286.jpg,325,337,83,83,500,452
Old_English_sheepdog,n02105641_3800.jpg,281,231,153,122,333,500
Chow,n02112137_6964.jpg,316,499,14,55,500,346
Bernese_mountain_dog,n02107683_5751.jpg,240,301,61,150,500,333
Rhodesian_ridgeback,n02087394_3139.jpg,362,406,66,38,500,366
Mexican_hairless,n02113978_1595.jpg,437,583,81,10,600,603
Norwegian_elkhound,n02091467_7151.jpg,475,405,133,136,600,593
Whippet,n02091134_14506.jpg,470,268,253,81,350,485
Saint_Bernard,n02109525_3531.jpg,266,349,8,1,350,311
Mexican_hairless,n02113978_3640.jpg,379,458,203,187,480,453
Afghan_hound,n02088094_4143.jpg,493,300,28,0,333,500
Afghan_hound,n02088094_791.jpg,483,353,11,17,396,500
Miniature_pinscher,n02107312_2487.jpg,332,485,27,43,500,333
Basset,n02088238_10049.jpg,357,499,57,48,500,375
Cardigan,n02113186_4760.jpg,304,492,31,220,500,333
Brittany_spaniel,n02101388_1249.jpg,232,240,54,48,341,233
Great_Pyrenees,n02111500_7139.jpg,417,256,307,208,375,500
Bedlington_terrier,n02093647_3235.jpg,355,287,28,50,288,356
Great_Pyrenees,n02111500_6835.jpg,278,382,65,95,421,296
Kuvasz,n02104029_110.jpg,374,499,0,53,500,375
Tibetan_mastiff,n02108551_6179.jpg,155,235,21,0,250,169
Walker_hound,n02089867_1412.jpg,474,716,93,172,756,504
Bouvier_des_Flandres,n02106382_748.jpg,336,294,1,10,300,352
Scotch_terrier,n02097298_6732.jpg,220,273,143,224,500,375
Yorkshire_terrier,n02094433_5384.jpg,373,406,0,90,500,375
Irish_terrier,n02093991_3673.jpg,310,330,63,124,500,333
Border_collie,n02106166_739.jpg,488,343,113,0,375,500
Lhasa,n02098413_2700.jpg,330,375,1,1,500,332
Brabancon_griffon,n02112706_1057.jpg,194,156,4,2,160,200
German_shepherd,n02106662_22854.jpg,498,216,41,0,333,500
Boxer,n02108089_3547.jpg,495,322,25,55,375,500
Komondor,n02105505_3806.jpg,574,628,7,56,640,576
Siberian_husky,n02110185_11114.jpg,411,460,24,14,500,413
Golden_retriever,n02099601_544.jpg,344,449,25,88,500,351
Briard,n02105251_7127.jpg,330,496,23,67,500,332
Whippet,n02091134_15846.jpg,386,431,26,113,500,413
Gordon_setter,n02101006_267.jpg,374,170,2,0,500,375
English_setter,n02100735_7874.jpg,334,449,8,117,500,375
Norwegian_elkhound,n02091467_5755.jpg,463,358,38,10,365,500
Bernese_mountain_dog,n02107683_357.jpg,332,498,35,92,500,333
Giant_schnauzer,n02097130_3674.jpg,374,313,11,57,500,375
Miniature_pinscher,n02107312_1842.jpg,374,458,35,97,500,375
Doberman,n02107142_17147.jpg,321,386,28,48,500,375
Irish_water_spaniel,n02102973_4510.jpg,374,413,35,81,500,375
Airedale,n02096051_1469.jpg,490,278,40,43,375,500
Otterhound,n02091635_1372.jpg,410,493,61,24,500,413
Irish_water_spaniel,n02102973_4929.jpg,505,398,8,24,400,507
Pug,n02110958_10.jpg,448,403,65,1,600,450
Standard_poodle,n02113799_3695.jpg,202,270,32,127,376,500
Afghan_hound,n02088094_4497.jpg,286,476,129,371,500,303
EntleBucher,n02108000_2742.jpg,436,274,18,13,300,455
Great_Dane,n02109047_941.jpg,487,393,121,43,449,500
Lakeland_terrier,n02095570_4656.jpg,495,331,0,0,333,500
Tibetan_mastiff,n02108551_7788.jpg,374,487,2,0,500,375
Standard_poodle,n02113799_936.jpg,403,498,18,106,500,406
Redbone,n02090379_5508.jpg,374,499,38,136,500,375
Basset,n02088238_6707.jpg,233,179,9,13,188,250
Bernese_mountain_dog,n02107683_1412.jpg,203,479,33,333,480,360
Groenendael,n02105056_6827.jpg,299,307,55,143,500,323
Miniature_schnauzer,n02097047_4274.jpg,374,499,1,118,500,375
Dingo,n02115641_5823.jpg,183,288,12,6,290,220
Irish_wolfhound,n02090721_3866.jpg,498,331,72,117,333,500
